product_scope,market_date,institution_total_sv_18,detail_fields,detail_values,detail_sum,difference_sv_18_minus_detail_sum,sv_15_futures_quantity,classification
KOSPI200_PUT_U,20250827,647,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,634|9|0|0|0|0|0|0,643,4,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250828,5023,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,4949|50|0|0|0|0|0|0,4999,24,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250829,-1583,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-1172|-21|0|0|0|0|0|0,-1193,-390,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250901,-2810,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-3016|8|0|0|0|0|0|0,-3008,198,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250902,894,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,921|6|1|0|0|0|0|0,928,-34,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250903,-170,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-313|-2|-1|0|0|0|0|0,-316,146,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250904,-104,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,65|-10|-150|0|0|0|0|0,-95,-9,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250905,-2150,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-1741|56|0|0|0|0|0|0,-1685,-465,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250908,-16622,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-16417|22|2|0|0|0|0|0,-16393,-229,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250909,-8871,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-8300|46|4|0|0|0|0|0,-8250,-621,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250910,-13570,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-13526|94|400|0|0|0|0|0,-13032,-538,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250911,-31191,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-29533|-108|-128|-2|0|0|0|0,-29771,-1420,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250912,4169,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,4271|-40|8|0|0|0|0|0,4239,-70,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250915,2189,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,2224|-41|4|0|0|0|0|0,2187,2,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250916,7,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,10|-17|5|0|0|0|0|0,-2,9,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250917,-452,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-552|88|1|0|0|0|0|0,-463,11,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250918,506,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,657|-124|4|0|0|0|0|0,537,-31,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250919,-1393,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-1519|132|0|0|0|0|0|0,-1387,-6,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250922,177,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,116|211|0|0|0|0|0|0,327,-150,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250923,490,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,586|-104|0|0|0|0|0|0,482,8,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250924,-1775,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-1626|109|0|0|0|0|0|0,-1517,-258,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250925,-1015,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-701|-28|0|0|0|0|0|0,-729,-286,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250926,-2615,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-2079|-157|-400|0|0|0|0|0,-2636,21,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250929,-443,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-318|188|4|0|0|0|0|0,-126,-317,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20250930,1385,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1025|-135|0|0|0|0|0|0,890,495,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251001,-29786,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-26821|9|6|0|0|-194|0|0,-27000,-2786,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251002,-83182,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-79693|86|4|0|0|194|0|0,-79409,-3773,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251013,-1217,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-876|-119|-196|0|0|0|0|0,-1191,-26,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251015,961,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1581|-476|-146|0|0|0|0|0,959,2,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251016,1020,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1143|-105|0|0|0|0|0|0,1038,-18,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251017,-1050,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-1054|1|-1|0|0|0|0|0,-1054,4,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251020,3093,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,3085|-2|4|0|0|0|0|0,3087,6,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251021,2915,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,2950|41|4|0|0|0|0|0,2995,-80,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251022,36,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-137|57|0|0|0|0|0|0,-80,116,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251023,-1358,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-1489|15|100|0|0|0|0|0,-1374,16,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251024,-626,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-744|-37|0|0|0|0|0|0,-781,155,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251027,-1364,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-1239|4|-123|0|0|0|0|0,-1358,-6,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251028,1374,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1364|1|0|0|0|0|0|0,1365,9,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251029,1722,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1883|115|-1|0|0|0|0|0,1997,-275,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251030,1232,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1398|82|-1|0|0|0|0|0,1479,-247,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251031,1388,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1382|25|0|0|0|0|0|0,1407,-19,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251103,-2573,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-2463|-12|0|0|0|0|0|0,-2475,-98,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251104,-3419,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-2596|47|0|0|0|0|0|0,-2549,-870,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251105,-3655,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-3623|-41|0|0|0|0|0|0,-3664,9,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251106,538,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,737|25|-110|0|0|0|0|0,652,-114,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251107,-3941,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-3630|-71|0|0|0|0|0|0,-3701,-240,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251110,1143,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1133|88|0|0|0|0|0|0,1221,-78,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251111,-448,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-548|-70|0|0|0|0|0|0,-618,170,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251112,-15573,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-16150|161|1|0|9|0|0|0,-15979,406,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251113,-33338,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-32899|-51|24|-2|-9|860|0|0,-32077,-1261,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251114,-334,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-543|216|0|0|0|0|0|0,-327,-7,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251117,-654,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-609|20|3|0|0|0|0|0,-586,-68,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251118,11,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,96|-73|0|0|0|0|0|0,23,-12,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251119,386,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,449|53|-100|0|0|0|0|0,402,-16,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251120,403,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,565|-161|0|0|0|0|0|0,404,-1,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251121,297,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,49|228|0|0|0|0|0|0,277,20,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251124,735,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,719|5|0|0|0|0|0|0,724,11,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251125,1683,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1677|1|0|0|0|0|0|0,1678,5,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251126,4057,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,4133|-49|0|0|0|0|0|0,4084,-27,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251127,1368,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1377|1|0|0|0|0|0|0,1378,-10,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251128,-1450,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-1494|48|0|0|0|0|0|0,-1446,-4,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251201,-747,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-677|-54|0|0|0|0|0|0,-731,-16,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251202,1813,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1850|-24|1|0|0|0|0|0,1827,-14,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251203,-455,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-538|81|-1|0|0|0|0|0,-458,3,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251204,-1993,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-1295|-57|-140|0|0|0|0|0,-1492,-501,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251205,-2319,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-2321|9|0|0|0|0|0|0,-2312,-7,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251208,-3507,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-3522|10|1|0|0|0|0|0,-3511,4,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251209,-1884,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-2106|299|1|0|0|0|0|0,-1806,-78,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251210,-10098,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-9339|69|6|0|0|0|0|0,-9264,-834,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251211,-24616,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-20722|110|2|-2|0|0|0|0,-20612,-4004,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251212,391,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,559|-166|0|0|0|0|0|0,393,-2,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251215,1881,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,1832|50|1|0|0|0|0|0,1883,-2,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251216,-232,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-354|46|0|0|0|80|0|0,-228,-4,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251218,243,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,389|2|-150|0|0|0|0|0,241,2,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251219,-704,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,-504|4|-201|0|0|0|0|0,-701,-3,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251222,852,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,853|4|0|0|0|0|0|0,857,-5,0,OPTION_SPECIFIC_SEMANTICS
KOSPI200_PUT_U,20251223,2719,sv_01|sv_03|sv_04|sv_02|sv_05|sv_06|sv_15|sv_00,2418|447|-150|0|0|0|0|0,2715,4,0,OPTION_SPECIFIC_SEMANTICS
